   ic    phi          rho         theta         alfa       epsilon         mu           r            b          gamma
3713 3.748916e-01 5.128637e-01 8.376846e-06 6.515140e-08 1.662203e-01 5.943092e-03 8.404610e-02 5.729053e-13 2.091625e-06  
3714 1.714071e-01 2.031072e-01 7.665036e-06 6.572516e-08 9.493222e-02 3.196366e-03 8.562876e-02 1.758669e-12 1.941688e-06  
3715 2.901483e-01 3.729381e-01 9.015095e-06 3.159405e-08 2.162998e-01 5.817688e-03 7.401707e-02 5.661864e-13 3.443517e-06  
3716 2.504744e-01 2.657333e-01 5.031071e-06 6.128217e-08 1.758337e-01 3.347476e-03 8.482502e-02 1.080750e-12 2.048154e-06  
3717 1.746001e-01 3.834861e-01 8.900185e-06 6.618455e-08 2.356595e-01 6.816898e-03 8.572310e-02 5.790223e-13 4.714545e-06  
3718 3.763185e-01 4.840738e-01 5.038598e-06 3.522131e-08 1.607061e-01 6.813982e-03 6.661350e-02 2.110399e-12 3.871217e-06  
3719 1.979529e-01 3.381494e-01 6.046440e-06 6.874956e-08 1.598977e-01 4.785489e-03 5.779695e-02 2.221734e-12 4.476100e-06  
3720 1.400751e-01 1.642215e-01 4.584995e-06 3.299664e-08 2.054038e-01 6.202522e-03 4.539743e-02 1.391986e-12 5.621529e-06  
3721 2.799979e-01 2.813856e-01 5.485995e-06 6.509196e-08 2.112454e-01 6.716170e-03 8.254974e-02 1.075591e-12 4.523474e-06  
3722 3.698935e-01 4.423213e-01 9.168507e-06 5.380948e-08 1.891243e-01 7.386130e-03 7.111234e-02 1.693076e-12 4.944678e-06  
3723 2.972625e-01 3.002117e-01 7.992309e-06 5.036011e-08 6.249485e-02 2.750549e-03 5.709549e-02 1.614225e-12 4.496677e-06  
3724 4.104725e-01 4.130848e-01 4.778838e-06 7.190028e-08 2.077172e-01 3.582858e-03 4.821763e-02 1.222848e-12 4.309648e-06  
3725 2.531824e-01 3.806055e-01 7.408005e-06 5.280452e-08 2.222055e-01 2.359840e-03 4.592128e-02 2.148531e-12 1.692057e-06  
3726 2.934648e-01 3.550986e-01 5.992169e-06 4.515315e-08 2.155781e-01 4.632187e-03 8.886986e-02 1.069949e-12 2.722531e-06  
3727 1.308170e-01 1.540223e-01 9.547678e-06 2.618263e-08 1.666472e-01 5.157082e-03 7.224420e-02 1.986803e-12 1.674029e-06  
3728 1.222232e-01 1.699770e-01 4.624876e-06 6.241447e-08 9.774174e-02 2.455254e-03 7.154456e-02 6.628745e-13 3.763063e-06  
3729 1.941783e-01 3.082162e-01 2.969715e-06 3.374624e-08 1.411242e-01 5.950988e-03 8.138194e-02 1.737529e-12 2.531080e-06  
3730 1.345560e-01 1.823509e-01 8.188053e-06 4.340156e-08 2.249404e-01 4.623039e-03 5.671819e-02 1.897108e-12 3.142028e-06  
3731 2.880834e-01 3.290566e-01 5.429652e-06 5.774872e-08 1.764162e-01 4.030630e-03 4.252137e-02 1.551566e-12 2.328334e-06  
3732 2.424632e-01 2.789838e-01 8.161428e-06 4.795495e-08 1.314359e-01 5.190825e-03 8.101736e-02 8.152136e-13 1.825844e-06  
3733 2.916434e-01 3.373600e-01 8.285857e-06 2.286675e-08 1.374632e-01 6.416391e-03 7.175456e-02 1.368751e-12 3.561300e-06  
3734 3.912053e-01 5.282620e-01 6.432714e-06 2.248503e-08 1.964227e-01 7.446909e-03 6.593568e-02 5.854993e-13 5.876926e-06  
3735 3.787027e-01 3.892673e-01 9.066857e-06 4.753709e-08 2.175453e-01 7.129782e-03 7.887560e-02 2.209400e-12 2.583724e-06  
3736 3.606371e-01 4.377044e-01 7.510928e-06 6.756817e-08 1.285395e-01 3.420282e-03 7.759954e-02 1.076963e-12 3.163730e-06  
3737 2.271411e-01 3.391858e-01 5.912762e-06 4.378796e-08 1.765697e-01 4.498424e-03 5.644602e-02 1.500760e-12 1.918999e-06  
3738 1.693149e-01 2.190279e-01 3.833447e-06 3.124510e-08 1.340359e-01 2.305140e-03 7.137035e-02 5.635719e-13 3.361169e-06  
3739 2.858992e-01 3.952511e-01 7.481467e-06 7.015364e-08 1.824987e-01 6.812320e-03 4.621452e-02 1.375189e-12 3.034782e-06  
3740 3.595147e-01 4.594898e-01 8.840740e-06 4.352164e-08 1.329400e-01 7.790931e-03 8.040278e-02 1.085640e-12 3.832919e-06  
3741 3.369757e-01 4.819076e-01 2.458854e-06 6.347925e-08 2.170983e-01 3.741567e-03 9.014801e-02 7.670099e-13 5.195910e-06  
3742 1.994754e-01 2.785792e-01 5.788938e-06 2.766624e-08 1.099684e-01 5.823485e-03 7.088109e-02 1.593853e-12 1.681951e-06  
3743 3.096981e-01 3.468869e-01 2.862233e-06 5.768456e-08 2.195902e-01 2.169998e-03 6.964684e-02 1.620406e-12 2.240786e-06  
3744 2.892064e-01 2.919033e-01 9.306456e-06 1.816290e-08 1.914520e-01 6.353248e-03 8.871019e-02 1.953792e-12 2.518731e-06  
3745 2.851386e-01 4.223741e-01 4.989220e-06 1.971534e-08 1.579969e-01 6.599842e-03 7.529884e-02 1.790607e-12 1.876571e-06  
3746 2.355352e-01 2.666160e-01 4.554157e-06 5.613310e-08 1.014100e-01 2.323396e-03 6.393589e-02 7.636040e-13 4.407738e-06  
3747 1.221803e-01 1.469619e-01 3.222253e-06 6.802783e-08 8.889386e-02 4.075857e-03 5.958428e-02 2.059608e-12 5.040774e-06  
3748 1.576654e-01 1.944484e-01 7.328839e-06 4.079222e-08 1.260115e-01 5.228331e-03 4.748769e-02 1.815017e-12 4.890571e-06  
3749 2.338874e-01 3.701085e-01 4.331403e-06 5.185819e-08 2.125898e-01 7.973671e-03 7.092664e-02 1.779795e-12 1.884289e-06  
3750 3.650887e-01 3.828655e-01 6.698921e-06 4.618962e-08 1.831157e-01 5.181663e-03 5.929949e-02 1.861947e-12 5.043145e-06  
3751 1.907768e-01 2.032057e-01 8.926146e-06 5.674792e-08 2.203464e-01 4.367949e-03 4.813597e-02 1.466398e-12 3.551223e-06  
3752 2.920668e-01 3.975802e-01 6.431908e-06 3.954629e-08 1.987767e-01 7.047717e-03 5.499555e-02 1.135550e-12 4.967119e-06  
3753 1.579258e-01 1.580788e-01 2.830459e-06 3.220185e-08 1.775343e-01 7.529637e-03 6.633081e-02 7.596589e-13 4.305108e-06  
3754 2.517895e-01 4.127898e-01 3.099505e-06 2.552069e-08 1.831502e-01 5.754785e-03 7.375693e-02 1.501624e-12 2.508120e-06  
3755 4.014067e-01 5.118529e-01 4.666671e-06 2.137056e-08 1.465352e-01 5.089966e-03 4.407567e-02 1.728704e-12 3.213689e-06  
3756 2.481573e-01 2.968632e-01 8.203596e-06 3.067699e-08 1.513497e-01 5.358204e-03 7.827312e-02 1.552967e-12 2.219334e-06  
3757 2.900401e-01 3.648052e-01 3.128738e-06 3.630900e-08 1.032091e-01 4.419579e-03 4.405355e-02 1.504144e-12 2.844010e-06  
3758 3.683344e-01 3.726417e-01 3.265798e-06 3.088853e-08 2.047398e-01 7.459706e-03 5.172456e-02 2.071274e-12 3.591071e-06  
3759 3.573327e-01 4.879465e-01 5.803669e-06 4.808391e-08 1.507875e-01 2.380055e-03 4.798668e-02 1.153377e-12 3.352521e-06  
3760 4.131616e-01 5.439160e-01 6.059805e-06 2.279703e-08 1.415328e-01 3.658612e-03 4.683321e-02 1.201181e-12 5.935845e-06  
3761 4.051437e-01 4.939250e-01 2.764763e-06 2.390912e-08 2.372051e-01 7.949638e-03 7.624632e-02 1.141791e-12 2.275302e-06  
3762 2.164808e-01 3.379569e-01 2.776732e-06 3.144629e-08 1.531656e-01 6.021962e-03 7.592421e-02 1.437532e-12 2.015286e-06  
3763 2.526444e-01 4.718060e-01 8.326648e-06 2.643315e-08 2.353996e-01 6.033797e-03 8.704175e-02 1.418370e-12 2.891167e-06  
3764 1.222839e-01 2.201020e-01 5.479997e-06 4.955829e-08 1.690769e-01 2.372663e-03 7.842348e-02 1.908014e-12 4.071756e-06  
3765 3.721541e-01 3.929043e-01 5.496037e-06 5.571517e-08 1.165609e-01 5.733856e-03 4.694718e-02 1.487668e-12 5.701717e-06  
3766 3.117000e-01 3.331396e-01 8.833855e-06 2.398853e-08 1.576006e-01 7.025949e-03 4.472378e-02 5.638973e-13 2.220223e-06  
3767 3.773809e-01 4.058618e-01 3.878589e-06 4.393546e-08 2.201155e-01 2.466746e-03 6.861330e-02 9.642479e-13 5.277218e-06  
3768 3.224988e-01 4.612151e-01 5.396336e-06 3.958598e-08 1.904691e-01 5.221254e-03 7.523130e-02 7.529411e-13 5.658001e-06  
3769 1.584848e-01 2.812591e-01 5.964085e-06 1.925152e-08 2.395725e-01 5.136011e-03 8.767632e-02 2.244753e-12 2.826057e-06  
3770 4.182787e-01 5.111689e-01 2.753600e-06 4.985380e-08 2.089196e-01 3.927390e-03 4.768296e-02 8.884823e-13 3.389304e-06  
3771 3.749975e-01 5.454070e-01 3.409793e-06 5.072710e-08 1.715065e-01 4.842246e-03 5.945071e-02 6.577182e-13 2.042244e-06  
3772 3.402025e-01 4.430452e-01 5.801979e-06 2.210655e-08 1.228932e-01 6.261262e-03 4.173492e-02 1.669202e-12 4.843768e-06  
3773 3.910541e-01 4.300319e-01 3.211121e-06 5.493523e-08 2.144859e-01 4.206924e-03 4.435456e-02 7.553651e-13 5.158051e-06  
3774 1.738129e-01 3.167703e-01 5.309073e-06 5.415231e-08 1.735440e-01 5.003037e-03 8.445508e-02 1.341915e-12 4.283838e-06  
3775 1.967500e-01 2.021310e-01 7.391243e-06 5.047411e-08 1.632077e-01 5.386718e-03 5.761184e-02 1.190103e-12 5.043286e-06  
3776 4.057207e-01 4.241561e-01 3.345437e-06 4.773926e-08 1.473402e-01 2.474335e-03 7.059598e-02 1.162805e-12 4.034130e-06  
3777 1.177253e-01 2.885817e-01 5.539861e-06 2.542414e-08 2.046449e-01 4.832666e-03 7.295292e-02 1.899224e-12 3.443015e-06  
3778 3.282093e-01 4.579342e-01 6.674370e-06 2.279813e-08 1.611407e-01 2.666583e-03 7.753115e-02 1.899432e-12 5.887844e-06  
3779 2.656121e-01 4.910327e-01 7.824653e-06 7.120513e-08 2.398970e-01 2.458718e-03 6.509946e-02 1.106200e-12 3.881085e-06  
3780 4.153857e-01 4.164376e-01 9.103020e-06 3.536380e-08 1.088218e-01 6.623597e-03 4.678433e-02 1.087557e-12 4.838297e-06  
3781 2.476928e-01 3.240245e-01 7.096519e-06 5.383717e-08 7.933899e-02 6.754341e-03 5.839787e-02 1.547242e-12 4.419736e-06  
3782 3.677278e-01 3.999116e-01 5.463239e-06 4.463351e-08 7.495394e-02 4.919989e-03 6.049689e-02 1.122294e-12 5.144413e-06  
3783 1.711868e-01 2.737756e-01 6.095027e-06 6.758102e-08 1.844106e-01 6.058568e-03 8.454345e-02 1.641859e-12 5.778863e-06  
3784 1.545768e-01 2.654935e-01 6.540053e-06 4.908930e-08 1.600069e-01 7.616520e-03 7.532639e-02 1.377976e-12 3.103041e-06  
3785 1.447438e-01 3.018247e-01 9.314346e-06 3.038626e-08 2.356809e-01 3.789701e-03 5.676588e-02 1.637371e-12 1.998676e-06  
3786 2.005770e-01 2.430583e-01 4.156227e-06 3.875599e-08 1.031350e-01 6.585030e-03 5.810717e-02 2.115303e-12 3.622048e-06  
3787 3.313294e-01 4.413371e-01 3.064558e-06 6.381075e-08 1.706705e-01 7.670110e-03 7.792062e-02 1.081354e-12 1.931269e-06  
3788 4.138468e-01 4.250443e-01 9.251981e-06 3.855959e-08 2.178428e-01 4.353807e-03 8.447662e-02 1.617255e-12 5.161201e-06  
3789 2.720149e-01 3.210991e-01 4.263411e-06 3.274319e-08 1.251570e-01 3.175592e-03 5.994804e-02 1.465334e-12 3.303717e-06  
3790 2.568973e-01 3.132463e-01 6.872251e-06 6.630835e-08 2.188912e-01 6.919882e-03 4.165788e-02 6.103566e-13 4.979459e-06  
3791 3.644389e-01 4.575027e-01 4.730856e-06 4.211827e-08 1.795183e-01 4.663807e-03 5.447615e-02 1.038574e-12 2.708060e-06  
3792 3.650397e-01 4.569901e-01 3.229415e-06 4.093828e-08 1.056074e-01 3.189334e-03 5.362161e-02 7.049052e-13 2.090715e-06  
3793 3.914493e-01 5.381601e-01 5.495806e-06 6.972329e-08 2.387171e-01 5.574545e-03 4.456952e-02 1.977829e-12 3.528699e-06  
3794 2.964009e-01 3.429762e-01 7.639424e-06 6.162742e-08 1.097889e-01 2.761665e-03 6.859157e-02 2.015979e-12 3.386832e-06  
3795 2.509576e-01 2.951084e-01 7.216214e-06 3.944859e-08 2.010814e-01 7.920824e-03 5.262555e-02 1.954131e-12 3.199727e-06  
3796 3.323916e-01 4.847275e-01 6.418001e-06 2.659043e-08 1.852241e-01 4.693385e-03 4.843938e-02 1.807740e-12 4.999190e-06  
3797 3.655965e-01 5.040992e-01 8.488221e-06 5.090077e-08 2.123414e-01 4.117686e-03 4.235958e-02 1.874991e-12 4.294729e-06  
3798 3.982707e-01 4.586151e-01 4.467422e-06 1.876554e-08 1.338990e-01 4.601915e-03 6.663545e-02 8.952209e-13 3.042881e-06  
3799 2.697870e-01 3.619269e-01 8.581765e-06 3.368229e-08 1.099047e-01 6.948012e-03 6.397645e-02 5.892371e-13 1.836183e-06  
3800 2.139503e-01 2.686194e-01 8.123733e-06 6.073382e-08 1.584535e-01 6.592914e-03 8.176522e-02 6.460875e-13 1.504372e-06  
3801 2.515414e-01 3.779517e-01 8.181523e-06 4.005502e-08 1.859416e-01 3.563390e-03 8.993942e-02 6.869571e-13 2.481739e-06  
3802 3.055950e-01 3.074641e-01 7.000132e-06 7.123325e-08 8.148067e-02 2.652970e-03 5.333386e-02 2.213762e-12 1.559852e-06  
3803 1.360916e-01 2.139401e-01 2.704600e-06 6.619347e-08 2.347341e-01 5.816278e-03 8.045823e-02 1.521847e-12 3.128591e-06  
3804 1.940615e-01 2.266338e-01 6.274602e-06 5.380263e-08 1.899873e-01 2.882227e-03 7.339857e-02 1.022514e-12 5.719416e-06  
3805 3.309255e-01 4.199963e-01 2.695340e-06 2.650084e-08 1.506847e-01 5.933902e-03 8.441520e-02 1.674413e-12 5.247144e-06  
3806 1.987819e-01 2.911644e-01 8.022197e-06 4.290219e-08 2.180276e-01 7.954279e-03 8.971887e-02 1.871689e-12 5.478937e-06  
3807 1.390783e-01 1.824114e-01 6.798051e-06 5.073979e-08 2.215272e-01 3.484042e-03 8.738632e-02 1.399828e-12 5.677360e-06  
3808 2.910432e-01 3.251757e-01 7.411304e-06 5.793433e-08 1.274658e-01 7.928354e-03 8.341070e-02 2.208842e-12 4.936459e-06  
3809 2.222326e-01 3.194767e-01 8.746265e-06 6.612838e-08 1.137316e-01 3.343305e-03 8.914317e-02 8.358346e-13 5.747065e-06  
3810 1.673778e-01 2.443326e-01 4.360630e-06 6.295670e-08 9.642053e-02 7.157340e-03 7.057595e-02 7.610024e-13 3.118416e-06  
3811 4.049176e-01 5.024365e-01 8.379842e-06 5.929189e-08 2.040039e-01 3.339001e-03 6.683648e-02 1.402949e-12 3.340253e-06  
3812 3.553949e-01 4.528351e-01 9.468213e-06 5.882376e-08 1.187285e-01 4.347106e-03 4.481299e-02 1.152210e-12 3.806773e-06  
3813 3.986437e-01 5.379438e-01 3.919738e-06 4.001390e-08 1.723900e-01 2.986815e-03 6.762254e-02 1.567933e-12 3.427544e-06  
3814 4.148439e-01 4.610503e-01 5.377081e-06 5.730266e-08 6.339562e-02 2.695109e-03 6.048478e-02 7.230418e-13 3.591811e-06  
3815 3.441818e-01 4.015536e-01 8.751235e-06 3.555888e-08 1.971474e-01 4.041281e-03 7.291973e-02 1.061901e-12 1.651548e-06  
3816 2.096151e-01 3.076993e-01 2.589363e-06 6.213511e-08 1.434735e-01 7.864783e-03 7.843459e-02 1.303480e-12 2.431938e-06  
3817 2.751386e-01 3.155876e-01 4.168593e-06 3.168897e-08 2.386992e-01 2.611450e-03 8.329643e-02 1.743789e-12 5.301869e-06  
3818 3.409915e-01 3.910485e-01 6.492730e-06 5.694830e-08 2.358729e-01 6.832966e-03 7.082880e-02 9.474767e-13 3.544525e-06  
3819 3.217190e-01 3.584362e-01 7.048053e-06 5.653006e-08 1.348661e-01 7.705924e-03 8.616100e-02 1.597712e-12 1.604812e-06  
3820 2.824242e-01 4.648115e-01 9.143660e-06 6.250098e-08 2.037330e-01 6.847697e-03 7.341582e-02 1.829526e-12 4.643398e-06  
3821 3.126561e-01 3.842035e-01 3.817982e-06 5.496457e-08 1.292643e-01 4.107523e-03 8.504157e-02 7.012190e-13 4.365088e-06  
3822 1.809126e-01 2.225775e-01 6.299907e-06 6.317026e-08 1.690972e-01 3.319943e-03 8.860045e-02 2.004022e-12 2.053242e-06  
3823 2.691732e-01 3.440401e-01 7.194664e-06 2.337637e-08 1.191567e-01 5.725274e-03 8.589500e-02 1.834593e-12 5.036032e-06  
3824 1.602111e-01 1.897137e-01 4.541560e-06 6.225406e-08 1.056417e-01 3.592872e-03 7.599879e-02 1.103532e-12 1.948948e-06  
3825 3.081205e-01 5.354168e-01 9.032138e-06 3.670658e-08 2.338907e-01 4.666992e-03 4.410351e-02 1.571356e-12 5.901945e-06  
3826 2.332401e-01 2.592211e-01 7.993640e-06 5.179900e-08 7.387666e-02 2.118117e-03 5.750488e-02 8.046759e-13 5.457771e-06  
3827 1.403160e-01 1.807076e-01 8.925518e-06 2.294468e-08 7.451248e-02 2.968740e-03 5.897732e-02 1.902417e-12 4.064556e-06  
3828 3.724523e-01 4.104839e-01 2.489241e-06 4.788065e-08 1.435072e-01 2.075624e-03 8.846805e-02 7.386402e-13 4.268082e-06  
3829 3.526832e-01 3.558995e-01 5.396322e-06 3.814793e-08 2.389501e-01 5.493670e-03 6.069165e-02 1.754099e-12 4.821559e-06  
3830 1.577071e-01 3.158439e-01 7.264412e-06 6.715724e-08 2.096733e-01 2.653634e-03 7.292383e-02 1.085379e-12 3.606274e-06  
3831 1.496127e-01 1.600012e-01 3.480352e-06 1.908018e-08 6.625671e-02 3.311291e-03 5.363145e-02 1.416195e-12 4.025207e-06  
3832 1.995257e-01 2.687809e-01 4.538894e-06 4.916026e-08 2.156124e-01 7.633333e-03 8.987124e-02 1.619585e-12 3.258979e-06  
3833 3.516851e-01 3.742412e-01 8.025138e-06 4.582421e-08 1.288002e-01 7.924982e-03 4.969624e-02 1.904429e-12 5.545942e-06  
3834 4.027061e-01 4.709766e-01 7.754521e-06 5.296854e-08 1.715778e-01 3.574023e-03 4.568981e-02 1.908814e-12 3.949042e-06  
3835 2.674410e-01 2.954687e-01 2.914707e-06 3.050086e-08 2.180705e-01 3.391644e-03 4.368574e-02 1.068386e-12 5.014975e-06  
3836 2.273130e-01 3.045372e-01 8.309560e-06 6.264865e-08 1.194420e-01 2.923524e-03 4.747640e-02 1.247785e-12 4.726690e-06  
3837 2.108220e-01 2.976444e-01 7.060019e-06 7.021672e-08 1.362595e-01 6.753590e-03 6.059689e-02 9.831046e-13 4.209535e-06  
3838 2.599143e-01 3.003482e-01 3.098290e-06 4.794305e-08 8.791152e-02 7.473404e-03 8.322398e-02 8.574868e-13 2.836958e-06  
3839 2.725996e-01 3.804790e-01 8.914189e-06 2.357159e-08 2.117879e-01 5.887355e-03 7.932505e-02 1.732035e-12 3.644294e-06  
3840 2.330879e-01 3.438009e-01 2.976665e-06 1.972365e-08 1.977387e-01 3.418968e-03 8.367935e-02 1.455034e-12 2.205878e-06  
3841 3.341867e-01 3.572187e-01 8.283076e-06 3.654472e-08 1.194055e-01 2.191320e-03 8.553934e-02 9.760136e-13 5.810156e-06  
3842 4.200145e-01 4.880336e-01 7.680631e-06 5.952778e-08 9.967790e-02 4.427328e-03 6.780560e-02 8.114021e-13 1.536705e-06  
3843 3.353777e-01 4.379159e-01 3.898725e-06 3.361975e-08 1.509029e-01 5.311362e-03 6.544465e-02 2.180396e-12 3.276976e-06  
3844 1.411290e-01 2.887957e-01 6.625240e-06 3.104860e-08 2.287311e-01 3.974816e-03 4.220872e-02 1.308435e-12 4.357451e-06  
3845 3.222131e-01 4.646719e-01 3.851579e-06 7.157205e-08 2.155566e-01 6.168886e-03 4.919571e-02 8.386967e-13 2.225558e-06  
3846 1.663332e-01 2.666417e-01 5.397366e-06 2.092416e-08 1.732971e-01 4.119943e-03 4.132265e-02 2.192823e-12 4.256111e-06  
3847 2.513449e-01 3.308560e-01 4.491708e-06 5.046089e-08 1.575320e-01 7.884792e-03 8.438420e-02 1.564675e-12 5.742339e-06  
3848 3.392829e-01 4.827468e-01 8.207586e-06 4.400160e-08 2.095385e-01 6.692072e-03 6.150397e-02 1.921562e-12 3.321575e-06  
3849 2.776851e-01 4.537561e-01 6.843974e-06 2.441947e-08 2.373544e-01 6.691936e-03 7.189966e-02 1.873038e-12 2.441449e-06  
3850 4.057443e-01 4.418479e-01 9.416980e-06 3.091514e-08 1.437254e-01 7.381699e-03 7.848315e-02 2.206576e-12 2.485584e-06  
3851 2.440688e-01 3.022049e-01 3.176041e-06 2.500980e-08 2.216854e-01 5.177165e-03 6.425926e-02 1.127778e-12 3.946362e-06  
3852 2.157724e-01 3.413735e-01 5.540096e-06 7.180320e-08 1.681593e-01 7.816017e-03 6.478792e-02 1.372488e-12 4.308261e-06  
3853 1.261360e-01 2.211166e-01 8.692463e-06 5.234337e-08 1.142792e-01 6.833454e-03 6.144081e-02 1.462548e-12 1.714974e-06  
3854 4.043100e-01 4.362994e-01 8.977254e-06 4.016859e-08 1.109455e-01 5.720749e-03 5.341363e-02 1.722686e-12 5.723043e-06  
3855 3.800447e-01 5.180822e-01 2.900205e-06 4.567874e-08 1.870579e-01 3.015323e-03 6.048186e-02 1.910637e-12 5.066991e-06  
3856 3.233469e-01 3.885091e-01 5.340269e-06 1.836667e-08 1.245171e-01 2.214892e-03 8.151857e-02 7.546563e-13 2.220938e-06  
3857 2.465817e-01 2.744398e-01 7.914583e-06 6.480764e-08 1.463428e-01 6.640085e-03 8.131189e-02 1.720566e-12 5.109493e-06  
3858 4.131117e-01 5.115962e-01 7.217045e-06 5.570494e-08 1.020139e-01 7.466378e-03 7.041615e-02 1.662515e-12 5.448642e-06  
3859 2.501787e-01 4.542427e-01 3.514222e-06 3.358440e-08 2.234810e-01 7.256174e-03 5.825637e-02 2.230373e-12 4.604977e-06  
3860 1.867066e-01 3.247880e-01 6.852621e-06 3.898385e-08 1.822816e-01 5.778062e-03 6.171452e-02 7.587355e-13 3.987691e-06  
3861 2.851723e-01 3.402224e-01 8.862660e-06 3.030148e-08 1.079765e-01 5.996040e-03 4.983145e-02 1.096128e-12 3.598931e-06  
3862 2.701696e-01 4.265545e-01 3.326713e-06 5.037602e-08 1.933509e-01 2.175576e-03 4.451067e-02 1.047349e-12 3.894356e-06  
3863 2.482209e-01 2.846317e-01 6.455013e-06 2.596506e-08 8.941745e-02 5.854755e-03 5.050178e-02 2.175740e-12 2.662970e-06  
3864 1.390850e-01 1.500154e-01 8.773602e-06 1.955840e-08 1.082976e-01 4.604950e-03 5.393221e-02 1.510251e-12 2.967143e-06  
3865 1.883301e-01 3.078819e-01 8.463516e-06 3.233505e-08 1.347274e-01 2.893785e-03 7.043880e-02 2.215284e-12 4.199086e-06  
3866 3.183180e-01 3.550668e-01 7.311029e-06 6.013634e-08 1.074661e-01 6.309227e-03 7.656747e-02 2.033202e-12 2.457627e-06  
3867 3.100263e-01 3.322419e-01 9.134034e-06 6.435256e-08 1.814689e-01 5.347831e-03 4.212224e-02 2.220603e-12 3.357070e-06  
3868 4.068128e-01 4.418078e-01 2.885587e-06 5.650244e-08 1.120915e-01 5.139516e-03 5.893360e-02 6.189334e-13 3.599995e-06  
3869 3.825232e-01 4.822835e-01 3.585723e-06 2.128864e-08 2.148487e-01 7.113502e-03 6.107003e-02 1.367703e-12 3.302150e-06  
3870 3.205969e-01 3.883532e-01 2.715467e-06 4.835092e-08 8.815462e-02 3.903367e-03 5.220865e-02 1.535484e-12 2.998717e-06  
3871 2.760771e-01 3.335743e-01 4.761266e-06 6.403119e-08 2.032432e-01 2.415908e-03 5.793327e-02 1.204600e-12 5.679455e-06  
3872 1.184900e-01 2.353140e-01 6.283576e-06 5.852437e-08 1.895940e-01 7.752275e-03 5.720028e-02 2.122634e-12 5.810807e-06  
3873 2.747448e-01 4.244412e-01 6.455776e-06 5.568078e-08 1.851294e-01 5.269102e-03 6.777660e-02 1.352077e-12 2.468496e-06  
3874 3.543705e-01 3.566680e-01 8.340284e-06 3.752752e-08 2.153529e-01 5.783843e-03 6.378503e-02 2.212258e-12 2.961898e-06  
3875 3.815780e-01 4.566667e-01 2.441844e-06 2.990733e-08 1.653150e-01 2.905467e-03 5.941519e-02 1.550447e-12 4.613604e-06  
3876 1.210664e-01 2.750648e-01 2.618601e-06 5.507546e-08 1.968530e-01 3.495950e-03 7.538726e-02 1.360832e-12 5.897358e-06  
3877 1.736023e-01 3.455907e-01 5.957370e-06 6.084759e-08 2.145424e-01 6.857624e-03 7.015715e-02 1.326549e-12 4.782111e-06  
3878 1.997103e-01 2.614192e-01 9.495885e-06 2.750803e-08 2.229135e-01 5.998586e-03 6.222833e-02 1.268817e-12 4.874411e-06  
3879 3.276895e-01 4.098536e-01 8.595705e-06 4.642223e-08 1.581721e-01 6.463364e-03 4.777168e-02 8.735946e-13 2.809975e-06  
3880 4.062297e-01 4.910082e-01 5.378885e-06 2.510445e-08 1.566001e-01 7.711287e-03 8.125426e-02 1.408930e-12 1.620746e-06  
3881 1.689582e-01 3.270554e-01 6.395357e-06 6.823996e-08 2.113128e-01 3.202819e-03 7.123695e-02 8.969592e-13 3.980801e-06  
3882 4.220048e-01 4.390934e-01 7.455442e-06 5.978821e-08 1.179102e-01 6.747372e-03 7.945710e-02 1.840630e-12 2.130954e-06  
3883 3.915387e-01 5.247892e-01 5.306891e-06 3.657873e-08 2.030593e-01 4.441548e-03 5.164527e-02 1.477510e-12 3.939157e-06  
3884 2.368622e-01 2.981017e-01 9.120959e-06 4.807720e-08 1.913184e-01 6.403933e-03 4.694932e-02 1.317234e-12 5.494398e-06  
3885 1.970558e-01 2.108743e-01 4.806447e-06 4.241580e-08 1.574656e-01 5.368391e-03 4.723953e-02 1.837005e-12 4.629672e-06  
3886 3.118724e-01 4.520092e-01 4.511379e-06 6.468046e-08 2.244872e-01 6.253894e-03 6.792321e-02 2.186287e-12 4.960316e-06  
3887 2.239376e-01 2.485713e-01 2.909041e-06 6.289627e-08 9.565476e-02 2.056837e-03 6.030295e-02 7.974300e-13 3.476177e-06  
3888 3.754621e-01 4.620896e-01 7.611055e-06 4.313220e-08 1.921854e-01 3.289923e-03 6.383634e-02 2.066627e-12 5.184889e-06  
3889 1.459803e-01 2.978513e-01 8.694086e-06 3.482186e-08 2.062220e-01 3.917472e-03 8.385092e-02 1.521794e-12 5.125197e-06  
3890 2.044978e-01 3.127095e-01 2.819560e-06 6.026624e-08 1.378249e-01 5.228734e-03 7.910758e-02 1.812484e-12 1.537469e-06  
3891 2.382363e-01 2.956965e-01 6.372597e-06 5.124529e-08 1.744202e-01 3.354969e-03 8.337835e-02 1.356464e-12 3.924046e-06  
3892 1.364657e-01 1.513181e-01 4.295227e-06 3.671012e-08 1.160660e-01 7.954460e-03 8.772578e-02 1.626399e-12 3.047979e-06  
